Title,Artist,Spotify_Popularity,Artist_Popularity,year
knock you down,Keri Hilson feat. Kanye West and Ne-Yo,-1,-1,2009
blame it,Jamie Foxx feat. T-Pain,-1,-1,2009
i know you want me (calle ocho),Pitbull,68,82,2009
live your life,T.I. feat. Rihanna,-1,-1,2009
kiss me thru the phone,Soulja Boy Tell ’em feat. Sammie,-1,-1,2009
down,Jay Sean feat. Lil Wayne,-1,-1,2009
the climb,Miley Cyrus,69,82,2009
best i ever had,Drake,74,100,2009
my life would suck without you,Kelly Clarkson,61,81,2009
halo,Beyonce,80,87,2009
hot n cold,Katy Perry,68,83,2009
second chance,Shinedown,67,75,2009
circus,Britney Spears,68,82,2009
day ‘n’ nite,Kid Cudi,72,79,2009
party in the u.s.a.,Miley Cyrus,74,82,2009
don’t trust me,3OH!3,-1,65,2009
run this town,"Jay-Z, Rihanna and Kanye West",-1,-1,2009
let it rock,Kevin Rudolf feat. Lil Wayne,-1,-1,2009
fire burning,Sean Kingston,66,73,2009
whatcha say,Jason DeRulo,-1,85,2009
lovegame,Lady Gaga,57,92,2009
waking up in vegas,Katy Perry,52,83,2009
birthday sex,Jeremih,68,83,2009
sober,Pink,-1,83,2009
womanizer,Britney Spears,75,82,2009
whatever you like,T.I.,74,80,2009
obsessed,Mariah Carey,61,86,2009
mad,Ne-Yo,62,81,2009
good girls go bad,Cobra Starship feat. Leighton Meester,-1,-1,2009
love lockdown,Kanye West,68,92,2009
so what,Pink,-1,83,2009
hotel room service,Pitbull,64,82,2009
crack a bottle,"Eminem, Dr. Dre and 50 Cent",-1,-1,2009
if i were a boy,Beyonce,70,87,2009
turning me on,Keri Hilson feat. Lil Wayne,-1,-1,2009
i hate this part,The Pussycat Dolls,55,71,2009
gotta be somebody,Nickelback,63,78,2009
please don’t leave me,Pink,-1,83,2009
paparazzi,Lady Gaga,62,92,2009
beautiful,Akon feat. Colby O’Donis and Kardinal Offishall,-1,-1,2009
viva la vida,Coldplay,79,89,2009
right now (na na na),Akon,66,81,2009
battlefield,Jordin Sparks,59,69,2009
sugar,Flo Rida feat. Wynter,-1,-1,2009
miss independent,Ne-Yo,68,81,2009
fireflies,Owl City,77,71,2009
new divide,Linkin Park,67,86,2009
empire state of mind,Jay-Z + Alicia Keys,-1,-1,2009
no surprise,Daughtry,56,68,2009
she wolf,Shakira,68,86,2009
break up,Mario feat. Gucci Mane and Sean Garrett,-1,-1,2009
sweet dreams,Beyonce,62,87,2009
every girl,Young Money,42,65,2009
fallin’ for you,Colbie Caillat,58,74,2009
untouched,The Veronicas,61,62,2009
if today was your last day,Nickelback,68,78,2009
throw it in the bag,Fabolous feat. The-Dream,-1,-1,2009
love drunk,Boys Like Girls,61,63,2009
i love college,Asher Roth,63,55,2009
if u seek amy,Britney Spears,64,82,2009
big green tractor,Jason Aldean,64,78,2009
white horse,Taylor Swift,60,89,2009
disturbia,Rihanna,74,91,2009
21 guns,Green Day,74,82,2009
turn my swag on,Soulja Boy Tell’em,-1,-1,2009
rockin’ that thang,The-Dream,40,68,2009
chicken fried,Zac Brown Band,75,75,2009
diva,Beyonce,61,87,2009
replay,Iyaz,72,66,2009
then,Brad Paisley,62,70,2009
her diamonds,Rob Thomas,59,65,2009
how do you sleep?,Jesse McCartney feat. Ludacris,-1,-1,2009
3,Britney Spears,60,82,2009
forever,"Drake feat. Kanye West, Lil Wayne and Eminem",-1,-1,2009
one time,Justin Bieber,65,91,2009
i run to you,Lady Antebellum,59,71,2009
i do not hook up,Kelly Clarkson,48,81,2009
green light,John Legend feat. Andre 3000,-1,-1,2009
people are crazy,Billy Currington,60,70,2009
whatever it is,Zac Brown Band,62,75,2009
already gone,Kelly Clarkson,55,81,2009
goodbye,Kristinia DeBarge,46,37,2009
say hey (i love you),Michael Franti and Spearhead feat. Cherine Anderson,-1,24,2009
pop champagne,Jim Jones and Ron Browz feat. Juelz Santana,-1,-1,2009
pretty wings,Maxwell,60,70,2009
never say never,The Fray,69,75,2009
tik tok,Ke$ha,-1,2,2010
need you now,Lady Antebellum,69,71,2010
"hey, soul sister",Train,80,77,2010
california gurls,Katy Perry feat. Snoop Dogg,-1,-1,2010
omg,Usher feat. will.i.am,-1,-1,2010
airplanes,B.o.B feat. Hayley Williams,-1,-1,2010
love the way you lie,Eminem feat. Rihanna,-1,-1,2010
bad romance,Lady Gaga,68,92,2010
dynamite,Taio Cruz,69,71,2010
break your heart,Taio Cruz feat. Ludacris,-1,-1,2010
nothin’ on you,B.o.B feat. Bruno Mars,-1,-1,2010
i like it,Enrique Iglesias feat. Pitbull,40,29,2010
bedrock,Young Money feat. Lloyd,-1,-1,2010
in my head,Jason Derulo,65,85,2010
rude boy,Rihanna,73,91,2010
telephone,Lady Gaga feat. Beyonce,-1,-1,2010
teenage dream,Katy Perry,62,83,2010
just the way you are,Bruno Mars,79,90,2010
cooler than me,Mike Posner,71,74,2010
imma be,Black Eyed Peas,59,79,2010
empire state of mind,Jay-Z and Alicia Keys,-1,-1,2010
dj got us fallin’ in love,Usher feat. Pitbull,-1,-1,2010
billionaire,Travie McCoy feat. Bruno Mars,-1,-1,2010
not afraid,Eminem,79,95,2010
replay,Iyaz,72,66,2010
sexy chick,David Guetta feat. Akon,-1,15,2010
breakeven,The Script,75,79,2010
your love is my drug,Ke$ha,2,2,2010
i gotta feeling,Black Eyed Peas,68,79,2010
fireflies,Owl City,77,71,2010
say aah,Trey Songz feat. Fabolous,-1,-1,2010
find your love,Drake,62,100,2010
alejandro,Lady Gaga,61,92,2010
ridin’ solo,Jason Derulo,62,85,2010
just a dream,Nelly,72,77,2010
how low,Ludacris,60,78,2010
like a g6,Far East Movement feat. The Cataracs and Dev,-1,-1,2010
carry out,Timbaland feat. Justin Timberlake,-1,-1,2010
haven’t met you yet,Michael Buble,-1,89,2010
club can’t handle me,Flo Rida feat. David Guetta,-1,0,2010
down,Jay Sean feat. Lil Wayne,-1,-1,2010
bulletproof,La Roux,63,61,2010
whatcha say,Jason Derulo,64,85,2010
baby,Justin Bieber feat. Ludacris,-1,-1,2010
whataya want from me,Adam Lambert,64,65,2010
mine,Taylor Swift,58,89,2010
only girl (in the world),Rihanna,65,91,2010
live like we’re dying,Kris Allen,-1,53,2010
hard,Rihanna feat. Jeezy,-1,-1,2010
young forever,Jay-Z and Mr. Hudson,-1,-1,2010
blah blah blah,Ke$ha feat. 3OH!3,-1,-1,2010
bottoms up,Trey Songz feat. Nicki Minaj,-1,-1,2010
do you remember,Jay Sean feat. Sean Paul & Lil Jon,-1,-1,2010
all the right moves,OneRepublic,62,83,2010
according to you,Orianthi,47,42,2010
my chick bad,Ludacris feat. Nicki Minaj,-1,-1,2010
you belong with me,Taylor Swift,68,89,2010
meet me halfway,Black Eyed Peas,58,79,2010
take it off,Ke$ha,1,2,2010
over,Drake,64,100,2010
animal,Neon Trees,65,64,2010
misery,Maroon 5,59,90,2010
magic,B.o.B feat. Rivers Cuomo,-1,-1,2010
paparazzi,Lady Gaga,62,92,2010
tie me down,New Boyz feat. Ray J,-1,-1,2010
your love,Nicki Minaj,55,95,2010
party in the u.s.a.,Miley Cyrus,74,82,2010
deuces,Chris Brown feat. Tyga and Kevin McCall,-1,-1,2010
3,Britney Spears,60,82,2010
impossible,Shontelle,70,59,2010
forever,"Drake feat. Kanye West, Lil Wayne and Eminem",-1,-1,2010
two is better than one,Boys Like Girls feat. Taylor Swift,-1,-1,2010
my first kiss,3OH!3 feat. Ke$ha,-1,-1,2010
already gone,Kelly Clarkson,55,81,2010
rock that body,Black Eyed Peas,53,79,2010
secrets,OneRepublic,75,83,2010
naturally,Selena Gomez and The Scene,61,68,2010
un-thinkable (i’m ready),Alicia Keyes,-1,-1,2010
all i do is win,"DJ Khaled feat. T-Pain, Ludacris, Snoop Dogg and Rick Ross",-1,-1,2010
i made it (cash money heroes),"Kevin Rudolf feat. Birdman, Jay Sean, & Lil Wayne",-1,-1,2010
stuck like glue,Sugarland,60,64,2010
hey daddy (daddy’s home),Usher feat. Plies,-1,-1,2010
there goes my baby,Usher,57,82,2010
today was a fairytale,Taylor Swift,-1,89,2010
say something,Timbaland feat. Drake,-1,-1,2010
sweet dreams,Beyonce,62,87,2010
use somebody,Kings of Leon,77,78,2010
undo it,Carrie Underwood,50,75,2010
eenie meenie,Sean Kingston and Justin Bieber,-1,-1,2010
right above it,Lil Wayne feat. Drake,30,16,2010
the house that built me,Miranda Lambert,64,70,2010
if i die young,The Band Perry,66,62,2010
the only exception,Paramore,70,79,2010
american honey,Lady Antebellum,55,71,2010
king of anything,Sara Bareilles,62,73,2010
life after you,Daughtry,58,68,2010
